firm_id,firm_name,city,county,state,practice_areas,year_founded,estimated_attorney_count,phone,website,verified_source,firm_type,status
OH-000687,Valdez Legal,Mount Vernon,Knox,OH,Compliance,1972,195,(330) 597-8766,https://51bwrg.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000688,Parker Partners,Medina,Medina,OH,White Collar Crime,1992,200,(330) 222-3948,https://0fc4ha8.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000689,Phillips Legal Services,Dayton,Montgomery,OH,Civil Litigation,1988,117,(216) 669-6247,https://0a8dliae07.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000690,"Martin, Morris & Rice",Mansfield,Richland,OH,Trusts,1981,13,(440) 916-2366,https://9as2lbi.attorney,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000691,Shaffer & Morgan Counsel,Portsmouth,Scioto,OH,Environmental Law; Debt Relief,2017,224,(216) 263-4770,https://t5u7ov.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000692,Bennett & Wright Law Group,Newark,Licking,OH,Insurance Law; Trial Law; Estate Planning,1989,133,(740) 575-8596,https://yr9m1.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000693,"Wilson, Gutierrez & Mathis",Springfield,Clark,OH,Tax Law; Commercial Law,1999,206,(380) 732-5808,https://0yg3k4k6.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000694,Peterson & Collins Attorneys,Dayton,Montgomery,OH,Criminal Law,1988,210,(330) 333-4884,https://97k2naw.legal,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000695,"Wilkinson, Graves & King",Elyria,Lorain,OH,Bankruptcy; Estate Planning; Business Formation,2016,225,(513) 963-8747,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000696,Peterson Law Firm,Warren,Trumbull,OH,Workers Compensation; Traffic Law,1973,181,(419) 492-2942,https://4x2cm0.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000697,Lee Legal Group,Chillicothe,Ross,OH,Construction Law,2007,207,(330) 730-7309,https://vtbruuy.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000698,Rodriguez Partners,Columbus,Franklin,OH,Construction Law; Workers Compensation; Immigration Law; Environmental Law,2000,106,(216) 521-4966,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000699,"Garcia, Lee & Hall",Bowling Green,Wood,OH,Insurance Law,1966,69,(513) 957-5771,https://zbnex5h660.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000700,"Cooper, Reyes & Ortiz",Athens,Athens,OH,White Collar Crime; Traffic Law; Product Liability,2006,86,(330) 680-3083,https://49hg3laxk7.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000701,Johnson Legal,Tiffin,Seneca,OH,Healthcare Law; Government Relations,2012,94,(440) 243-5690,https://ffeecj.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000702,White Partners,Portsmouth,Scioto,OH,Insurance Law; Workers Compensation; Immigration Law; Corporate Law,2012,53,(937) 877-9049,https://plmngbaoq.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000703,"Rogers, Howell & Lewis",Cleveland,Cuyahoga,OH,Government Relations; Family Law; Energy Law,1989,17,(614) 428-8989,https://dis4nbadj9.attorney,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000704,Ortiz & Wilson Law Firm,Mansfield,Richland,OH,Medical Malpractice; Trusts; Civil Litigation; Custody,2022,119,(419) 220-3869,https://5vibcgudl.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000705,Wright Partners,Hamilton,Butler,OH,Contract Law,2019,47,(513) 700-9269,https://tbjguw78.lawyers,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000706,Ortiz PLLC,Findlay,Hancock,OH,Patent Law,1980,145,(937) 409-8208,https://xnytfhi1mv.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000707,"Lindsey, Cooper & Gutierrez",Cleveland,Cuyahoga,OH,Personal Injury,1986,174,(440) 861-3922,https://117eliqhf.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000708,"Peterson, Rice & Wright",Toledo,Lucas,OH,Medical Malpractice; Construction Law; Bankruptcy,1999,242,(614) 958-6719,https://702s8lns.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000709,"Walker, Collins & Phillips",Bowling Green,Wood,OH,Real Estate; Tax Law,1989,5,(567) 920-9261,https://0pmb74.legal,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000710,"Stewart, Gutierrez & Graves",Delaware,Delaware,OH,Construction Law,2007,188,(614) 379-4513,https://8p0pzm7.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000711,Campbell & Jones Partners,Cleveland,Cuyahoga,OH,Custody,1969,39,(937) 333-4599,https://m9zy1cqs.legal,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000712,Walker Legal Group,Mansfield,Richland,OH,Custody; Visa Matters; Intellectual Property,1965,187,(419) 405-7436,https://qgkhxgilyu.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000713,Rogers & Torres Law Group,Trotwood,Montgomery,OH,Securities Law,1979,30,(216) 833-4177,https://g3gpiz.law,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000714,Moore Partners,Parma,Cuyahoga,OH,Real Estate; Personal Injury,1965,156,(567) 997-8241,https://0aeszg.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000715,"Ortiz, Anderson & Anderson",Lorain,Lorain,OH,Litigation; Traffic Law,1967,20,(513) 309-9239,https://mpl4d.law,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000716,"Harris, Jones & Rogers",Athens,Athens,OH,Nonprofit Law; Medical Malpractice,1962,82,(567) 761-2172,https://xzgt8j.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000717,Edwards & Peterson Law Firm,Cleveland,Cuyahoga,OH,Environmental Law; Property Law; Commercial Law,2007,7,(614) 222-8589,https://c6rr7.legal,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000718,"Valdez, Taylor & Bowman",Marion,Marion,OH,Bankruptcy; Compliance; Energy Law; Nonprofit Law,2000,162,(937) 541-6483,https://rwjny5.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000719,Barnes & Thomas Legal Services,Newark,Licking,OH,Family Law; Criminal Law; Government Relations; Product Liability,1970,6,(513) 919-7994,,Ohio State Bar Public Directory,Small Firm (2-10),ACTIVE
OH-000720,Shaffer & Garcia Counsel,Youngstown,Mahoning,OH,Immigration Law; Commercial Law,1984,94,(567) 882-4041,https://ojfty.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000721,Young & Anderson LLC,Dayton,Montgomery,OH,Criminal Law,1975,118,(614) 712-5251,https://5h1pw2u.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000722,Lindsey Legal Group,Akron,Summit,OH,Insurance Law; Criminal Law; Trusts,1992,1,(740) 485-7990,https://y8sw8xq.law,Ohio State Bar Public Directory,Solo Practice,ACTIVE
OH-000723,"Morgan, Collins & Brown",Ashland,Ashland,OH,Tax Law; Custody,1982,104,(614) 661-6557,https://zg8n1zl7o.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000724,Ortiz LLC,Delaware,Delaware,OH,Criminal Law,2018,86,(740) 686-7272,https://ovaut8nm.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000725,"Morris, Bowman & Wilson",Lima,Allen,OH,Environmental Law; HR Compliance; Corporate Law,2006,132,(440) 523-5055,,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000726,Rogers & Lopez Legal,Zanesville,Muskingum,OH,Immigration Law; Corporate Law,2000,118,(330) 425-2495,https://mv80b6s.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000727,"Peterson, Scott & Taylor",Blendon,Franklin,OH,Administrative Law; Trusts; Energy Law; Construction Law,1993,138,(567) 203-2570,https://g0xngf.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000728,Rodriguez Law Firm,Findlay,Hancock,OH,Medical Malpractice; Securities Law; Immigration Law,2019,98,(330) 577-6728,https://c532j.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000729,Jackson PLLC,Cincinnati,Hamilton,OH,Compliance; Government Relations; Tax Law,2020,97,(216) 982-2177,https://66atv.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000730,"Stewart, Barnes & Morgan",Bowling Green,Wood,OH,Property Law; Construction Law,1972,249,(513) 400-4154,https://rqw4l.lawyers,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000731,"Medina, Rogers & Peterson",Youngstown,Mahoning,OH,Intellectual Property; Securities Law; Tax Law,1987,160,(419) 809-1355,https://o7s4k7sbb.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000732,Edwards & Rogers Law Group,Parma,Cuyahoga,OH,Personal Injury; White Collar Crime; Bankruptcy; Commercial Law,2021,108,(216) 902-5995,https://ixn7gyndqv.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000733,Thomas Legal,Bowling Green,Wood,OH,HR Compliance,2000,142,(740) 825-5929,https://83nuch6.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000734,Wright LLP,Middletown,Butler,OH,Real Estate; Insurance Law,2010,120,(937) 216-1770,https://oj0np.lawyers,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000735,"Mathis, King & Collins",Westlake,Cuyahoga,OH,Estate Planning; Trial Law; Contract Law; Property Law,1972,195,(380) 252-8864,https://580ofkx1o.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000736,Campbell Legal,Hamilton,Butler,OH,Criminal Law; Tax Law,2003,47,(216) 372-3611,https://cvwh87.lawyers,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000737,Stewart & Taylor Associates,Gallipolis,Gallia,OH,Workers Compensation,1972,46,(740) 940-4955,https://nukgcm21.attorney,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000738,"Shaffer, Gonzalez & Graves",Medina,Medina,OH,Trusts; Estate Planning,1973,84,(740) 206-1754,https://7jgzbkv1qa.law,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000739,King & Jackson Law Group,Toledo,Lucas,OH,Commercial Law; Trial Law; Energy Law; Corporate Law,1960,199,(513) 652-7196,https://e635fgnko.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000740,King Counsel,Columbus,Franklin,OH,Litigation; Medical Malpractice,1968,230,(330) 304-7609,https://syhlry.attorney,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000741,Anderson & Hernandez LLC,Dayton,Montgomery,OH,Government Relations; Securities Law,1983,158,(567) 476-6582,https://fl0x9.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000742,"Lindsey, Campbell & Hall",Parma,Cuyahoga,OH,Contract Law,1963,240,(330) 393-4030,,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000743,Edwards Associates,Lorain,Lorain,OH,Personal Injury; Product Liability,2003,187,(740) 899-1242,https://fkwbmi4h00.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000744,Sutton Law Firm,Warren,Trumbull,OH,Business Formation; Commercial Law; Workers Compensation; Trial Law,1987,94,(440) 839-4407,https://ivva7cpkn6.attorney,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000745,Shaffer & Howell Counsel,Springfield,Clark,OH,Corporate Law; Medical Malpractice,1987,41,(380) 909-5695,https://p41tyj.attorney,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000746,"Campbell, Collins & Reyes",New Philadelphia,Tuscarawas,OH,Real Estate; Family Law; Debt Relief,1971,82,(330) 583-5230,https://6rt72am59e.legal,Ohio State Bar Public Directory,Large (50-200),ACTIVE
OH-000747,Lee & Bennett LLC,Bowling Green,Wood,OH,Custody; Criminal Law; Construction Law; Healthcare Law,1964,232,(937) 467-9527,https://xwivq58.law,Ohio State Bar Public Directory,National (200+),ACTIVE
OH-000748,Gonzalez Legal Services,Zanesville,Muskingum,OH,Product Liability; Divorce; Criminal Law,1999,17,(614) 775-3167,https://ayd7qff6bh.lawyers,Ohio State Bar Public Directory,Mid-Size (11-50),ACTIVE
OH-000749,"Smith, Stewart & Wright",Portsmouth,Scioto,OH,Government Relations; Custody; Estate Planning,1975,225,(330) 849-1343,https://tg1zuum.law,Ohio State Bar Public Directory,National (200+),ACTIVE
